,like,reply,retweet,time,username,status,tweet_link,prediction,hashtag
8119,0,1,0,2023-06-21 09:25:50,@JakartaFairID,1671343638151069696,https://twitter.com/@JakartaFairID/status/1671343638151069696,1,#JakartaFair
8120,0,1,0,2023-06-21 09:25:50,@JakartaFairID,1671343638151069696,https://twitter.com/@JakartaFairID/status/1671343638151069696,1,#SerunyaTanpaBatas
8121,0,1,0,2023-06-20 20:06:25,@JakartaFairID,1671142458158358531,https://twitter.com/@JakartaFairID/status/1671142458158358531,1,#JakartaFair
8122,0,1,0,2023-06-20 20:06:25,@JakartaFairID,1671142458158358531,https://twitter.com/@JakartaFairID/status/1671142458158358531,1,#JakartaFair2023
8123,0,1,0,2023-06-20 19:56:55,@JakartaFairID,1671140070840225794,https://twitter.com/@JakartaFairID/status/1671140070840225794,1,#JakartaFair2023
8124,0,1,0,2023-06-20 19:52:04,@JakartaFairID,1671138849614094336,https://twitter.com/@JakartaFairID/status/1671138849614094336,0,#JakartaFair2023
8125,0,1,0,2023-06-20 19:29:30,@JakartaFairID,1671133169540825088,https://twitter.com/@JakartaFairID/status/1671133169540825088,0,#JakartaFair2023
8126,0,0,0,2023-06-20 18:22:25,@JakartaFairID,1671116289753092098,https://twitter.com/@JakartaFairID/status/1671116289753092098,0,#JakartaFair2023
8127,0,0,0,2023-06-20 18:14:53,@JakartaFairID,1671114390333194243,https://twitter.com/@JakartaFairID/status/1671114390333194243,1,#JakartaFair2023
8128,0,1,0,2023-06-20 17:48:43,@JakartaFairID,1671107808341954560,https://twitter.com/@JakartaFairID/status/1671107808341954560,1,#JakartaFair2023
8129,0,2,0,2023-06-19 19:06:28,@JakartaFairID,1670764987042922498,https://twitter.com/@JakartaFairID/status/1670764987042922498,0,#JakartaFair2023
8130,0,0,0,2023-06-19 18:15:39,@JakartaFairID,1670752195992772608,https://twitter.com/@JakartaFairID/status/1670752195992772608,0,#JakartaFair2023
8131,0,0,0,2023-06-19 10:02:40,@JakartaFairID,1670628133366820866,https://twitter.com/@JakartaFairID/status/1670628133366820866,1,#JakartaFair2023
8132,0,0,0,2023-06-19 10:02:40,@JakartaFairID,1670628133366820866,https://twitter.com/@JakartaFairID/status/1670628133366820866,1,#JakartaFair
8133,0,0,0,2023-06-19 10:02:40,@JakartaFairID,1670628133366820866,https://twitter.com/@JakartaFairID/status/1670628133366820866,1,#JakartaFair
8134,2,1,4,2023-06-18 23:26:08,@pochacoups,1670467945515073537,https://twitter.com/@pochacoups/status/1670467945515073537,1,#JakartaFair2023
8135,0,1,0,2023-06-18 18:26:31,@JakartaFairID,1670392543631282178,https://twitter.com/@JakartaFairID/status/1670392543631282178,0,#JakartaFair2023
8136,0,1,1,2023-06-18 15:26:09,@JakartaFairID,1670347154047799297,https://twitter.com/@JakartaFairID/status/1670347154047799297,0,#JakartaFair2023
8137,1,1,1,2023-06-18 10:10:24,@JakartaFairID,1670267691947683841,https://twitter.com/@JakartaFairID/status/1670267691947683841,1,#JakartaFair2023
8138,1,2,0,2023-06-18 09:11:14,@JakartaFairID,1670252803376443393,https://twitter.com/@JakartaFairID/status/1670252803376443393,1,#JakartaFair2023
8139,2,1,1,2023-06-17 14:09:17,@JakartaFairID,1669965421498490880,https://twitter.com/@JakartaFairID/status/1669965421498490880,1,#JakartaFair2023
8140,2,2,0,2023-06-16 18:39:22,@JakartaFairID,1669671002689904641,https://twitter.com/@JakartaFairID/status/1669671002689904641,1,#JakartaFair2023
8141,1,1,1,2023-06-15 18:00:48,@JakartaFairID,1669298908189827073,https://twitter.com/@JakartaFairID/status/1669298908189827073,1,#JakartaFair2023
8142,3,2,0,2023-06-15 07:38:12,@JakartaFairID,1669142224498720768,https://twitter.com/@JakartaFairID/status/1669142224498720768,1,#JakartaFair2023
8143,1,0,0,2023-06-12 08:01:05,@JakartaFairID,1668060820700565505,https://twitter.com/@JakartaFairID/status/1668060820700565505,1,#JakartaFair2023
8144,0,0,0,2023-06-10 10:55:06,@injunjaemin,1667379839094104065,https://twitter.com/@injunjaemin/status/1667379839094104065,0,#jakartafair
8145,0,0,0,2023-06-10 10:55:06,@injunjaemin,1667379839094104065,https://twitter.com/@injunjaemin/status/1667379839094104065,0,#jfk2023
8146,0,0,0,2023-06-10 10:55:06,@injunjaemin,1667379839094104065,https://twitter.com/@injunjaemin/status/1667379839094104065,0,#jakartafair2023
8147,10,4,1,2023-06-09 10:43:24,@JakartaFairID,1667014504537026561,https://twitter.com/@JakartaFairID/status/1667014504537026561,1,#JakartaFair2023
8148,10,4,1,2023-06-09 10:43:24,@JakartaFairID,1667014504537026561,https://twitter.com/@JakartaFairID/status/1667014504537026561,1,#JakartaFair
8149,7,3,1,2023-06-07 08:42:59,@JakartaFairID,1666259425911529472,https://twitter.com/@JakartaFairID/status/1666259425911529472,1,#JakartaFair2023
8150,0,0,0,2023-06-05 14:57:56,@JakartaFairID,1665629011723309058,https://twitter.com/@JakartaFairID/status/1665629011723309058,1,#JFK2023
8151,0,0,0,2023-06-05 14:57:56,@JakartaFairID,1665629011723309058,https://twitter.com/@JakartaFairID/status/1665629011723309058,1,#JakartaFair2023
8158,0,0,0,2023-07-09 13:58:48,@Rainbow_salt17,1677935314164387840,https://twitter.com/@Rainbow_salt17/status/1677935314164387840,1,#zonauang
8159,0,0,0,2023-07-09 13:58:48,@Rainbow_salt17,1677935314164387840,https://twitter.com/@Rainbow_salt17/status/1677935314164387840,1,#jastipprj
8173,1,0,0,2023-07-09 13:01:00,@jaringanprima,1677920769010171905,https://twitter.com/@jaringanprima/status/1677920769010171905,0,#MudahPakaiPRIMA
8190,0,0,0,2023-07-09 12:07:00,@jaringanprima,1677907179163070467,https://twitter.com/@jaringanprima/status/1677907179163070467,1,#MudahPakaiPRIMA
8259,0,0,0,2023-07-08 23:27:21,@sehunapiyak10,1677716009644617730,https://twitter.com/@sehunapiyak10/status/1677716009644617730,1,#EXO_CreamSoda
8260,0,0,0,2023-07-08 23:27:21,@sehunapiyak10,1677716009644617730,https://twitter.com/@sehunapiyak10/status/1677716009644617730,1,#EXO_EXIST
8261,0,0,0,2023-07-08 23:27:21,@sehunapiyak10,1677716009644617730,https://twitter.com/@sehunapiyak10/status/1677716009644617730,1,#EXO
8347,0,0,0,2023-07-08 18:45:16,@JakartaFairID,1677645018084048897,https://twitter.com/@JakartaFairID/status/1677645018084048897,1,#JakartaFair
8356,0,1,0,2023-07-08 18:20:44,@lijewu,1677638847730163712,https://twitter.com/@lijewu/status/1677638847730163712,1,#zonauang
8358,0,0,0,2023-07-08 18:15:05,@JakartaFairID,1677637424292454403,https://twitter.com/@JakartaFairID/status/1677637424292454403,1,#JakartaFair
